Clip Number,Clip Name,Response Level,Displayed Emotion,,,,,,,,,
3710,1046_TAI_FEA_XX,82,F,,,,,,,,,
2216,1028_TIE_FEA_XX,87,F,,,,,,,,,
6200,1076_ITS_DIS_XX,54,D,,,,,,,,,
3,1001_IEO_HAP_MD,81,H,,,,,,,,,
722,1009_WSI_SAD_XX,71,S,,,,,,,,,
2465,1031_IOM_HAP_XX,63,H,,,,,,,,,
6947,1085_WSI_SAD_XX,70,S,,,,,,,,,
4706,1058_IWL_FEA_XX,81,F,,,,,,,,,
1718,1022_IEO_DIS_MD,54,D,,,,,,,,,
5204,1064_ITH_FEA_XX,62,F,,,,,,,,,
6449,1079_TSI_SAD_XX,65,S,,,,,,,,,
5951,1073_ITS_HAP_XX,89,H,,,,,,,,,
6603,1081_DFA_FEA_XX,10,F,,,,,,,,,
5607,1069_IWL_ANG_XX,25,A,,,,,,,,,
3117,1039_TIE_ANG_XX,95,A,,,,,,,,,
7350,1090_TSI_HAP_XX,73,H,,,,,,,,,
5358,1066_IWL_NEU_XX,80,N,,,,,,,,,
3615,1045_IOM_ANG_XX,85,A,,,,,,,,,
7101,1087_ITS_FEA_XX,91,F,,,,,,,,,
1623,1021_IEO_HAP_LO,78,H,,,,,,,,,
6354,1078_DFA_HAP_XX,92,H,,,,,,,,,
2619,1033_IEO_DIS_LO,63,D,,,,,,,,,
6852,1084_ITS_HAP_XX,79,H,,,,,,,,,
4860,1060_MTI_NEU_XX,76,N,,,,,,,,,
5109,1063_MTI_ANG_XX,70,A,,,,,,,,,
129,1002_IWL_HAP_XX,84,H,,,,,,,,,
1872,1024_IEO_SAD_LO,82,S,,,,,,,,,
2370,1030_IEO_FEA_LO,84,F,,,,,,,,,
1125,1014_TSI_HAP_XX,70,H,,,,,,,,,
3864,1048_IWW_NEU_XX,83,N,,,,,,,,,
2121,1027_IEO_ANG_LO,92,A,,,,,,,,,
5856,1072_ITH_NEU_XX,46,N,,,,,,,,,
6105,1075_ITH_ANG_XX,90,A,,,,,,,,,
4611,1057_TAI_ANG_XX,88,A,,,,,,,,,
2868,1036_TIE_NEU_XX,81,N,,,,,,,,,
876,1011_ITS_FEA_XX,80,F,,,,,,,,,
4113,1051_IWW_ANG_XX,23,A,,,,,,,,,
4362,1054_TAI_NEU_XX,38,N,,,,,,,,,
378,1005_IWL_FEA_XX,60,F,,,,,,,,,
627,1008_ITH_HAP_XX,41,H,,,,,,,,,
3366,1042_IOM_NEU_XX,86,N,,,,,,,,,
1374,1017_TSI_FEA_XX,79,F,,,,,,,,,
3892,1048_ITH_FEA_XX,54,F,,,,,,,,,
2149,1027_TAI_HAP_XX,64,H,,,,,,,,,
4639,1057_ITS_HAP_XX,64,H,,,,,,,,,
1402,1018_TIE_FEA_XX,83,F,,,,,,,,,
4390,1054_DFA_FEA_XX,72,F,,,,,,,,,
3145,1039_IWL_HAP_XX,82,H,,,,,,,,,
2398,1030_TAI_FEA_XX,56,F,,,,,,,,,
5137,1063_TSI_HAP_XX,63,H,,,,,,,,,
4141,1051_DFA_HAP_XX,73,H,,,,,,,,,
3643,1045_ITH_HAP_XX,72,H,,,,,,,,,
4888,1060_ITS_FEA_XX,74,F,,,,,,,,,
5884,1072_WSI_FEA_XX,94,F,,,,,,,,,
1651,1021_IWW_HAP_XX,75,H,,,,,,,,,
6382,1079_IEO_SAD_MD,63,S,,,,,,,,,
1153,1015_TIE_HAP_XX,82,H,,,,,,,,,
157,1002_TSI_DIS_XX,72,D,,,,,,,,,
7129,1088_IEO_DIS_MD,82,D,,,,,,,,,
2896,1036_MTI_FEA_XX,90,F,,,,,,,,,
904,1012_IEO_DIS_MD,84,D,,,,,,,,,
406,1005_WSI_SAD_XX,83,S,,,,,,,,,
1900,1024_IWW_FEA_XX,73,F,,,,,,,,,
6880,1085_IEO_FEA_MD,87,F,,,,,,,,,
5635,1069_WSI_HAP_XX,84,H,,,,,,,,,
6631,1082_IEO_ANG_MD,46,A,,,,,,,,,
6133,1076_IEO_HAP_LO,73,H,,,,,,,,,
2647,1033_MTI_HAP_XX,49,H,,,,,,,,,
655,1009_IEO_SAD_MD,64,S,,,,,,,,,
3394,1042_IWL_FEA_XX,79,F,,,,,,,,,
7378,1091_TIE_HAP_XX,57,H,,,,,,,,,
5386,1066_TSI_FEA_XX,66,F,,,,,,,,,
2924,1036_TSI_SAD_XX,71,S,,,,,,,,,
6908,1085_TAI_DIS_XX,87,D,,,,,,,,,
4169,1052_IEO_SAD_MD,86,S,,,,,,,,,
7406,1091_MTI_DIS_XX,100,D,,,,,,,,,
7157,1088_MTI_SAD_XX,18,S,,,,,,,,,
4916,1061_IEO_DIS_MD,100,D,,,,,,,,,
3422,1042_WSI_SAD_XX,18,S,,,,,,,,,
3920,1049_IEO_HAP_MD,98,H,,,,,,,,,
5165,1064_TIE_HAP_XX,99,H,,,,,,,,,
3173,1039_TSI_DIS_XX,94,D,,,,,,,,,
1181,1015_MTI_DIS_XX,25,D,,,,,,,,,
5414,1067_TIE_FEA_XX,63,F,,,,,,,,,
434,1006_IOM_SAD_XX,40,S,,,,,,,,,
932,1012_MTI_SAD_XX,29,S,,,,,,,,,
6659,1082_TAI_SAD_XX,40,S,,,,,,,,,
4667,1058_IEO_FEA_MD,89,F,,,,,,,,,
3671,1045_WSI_DIS_XX,89,D,,,,,,,,,
6410,1079_IWW_DIS_XX,89,D,,,,,,,,,
1430,1018_IWL_SAD_XX,14,S,,,,,,,,,
2177,1027_DFA_DIS_XX,67,D,,,,,,,,,
6161,1076_IWW_HAP_XX,96,H,,,,,,,,,
5912,1073_IOM_FEA_XX,27,F,,,,,,,,,
1928,1024_DFA_SAD_XX,14,S,,,,,,,,,
683,1009_IWW_DIS_XX,89,D,,,,,,,,,
185,1003_TIE_DIS_XX,70,D,,,,,,,,,
1679,1021_ITH_DIS_XX,41,D,,,,,,,,,
4418,1055_IEO_ANG_MD,99,A,,,,,,,,,
2426,1030_ITS_SAD_XX,28,S,,,,,,,,,
2675,1033_ITS_DIS_XX,55,D,,,,,,,,,
5663,1070_IOM_HAP_XX,65,H,,,,,,,,,
6187,1076_ITH_ANG_XX,52,A,,,,,,,,,
4942,1061_MTI_NEU_XX,55,N,,,,,,,,,
7432,1091_TSI_HAP_XX,73,H,,,,,,,,,
2203,1028_IEO_ANG_LO,90,A,,,,,,,,,
6685,1082_DFA_FEA_XX,43,F,,,,,,,,,
5689,1070_IWL_ANG_XX,56,A,,,,,,,,,
4444,1055_TAI_NEU_XX,56,N,,,,,,,,,
3946,1049_IWW_NEU_XX,79,N,,,,,,,,,
239,1003_TSI_DIS_XX,38,D,,,,,,,,,
3199,1040_TIE_ANG_XX,55,A,,,,,,,,,
1456,1018_TSI_FEA_XX,81,F,,,,,,,,,
460,1006_IWL_FEA_XX,46,F,,,,,,,,,
1954,1025_IEO_SAD_LO,69,S,,,,,,,,,
4195,1052_IWW_ANG_XX,74,A,,,,,,,,,
2701,1034_IEO_DIS_LO,80,D,,,,,,,,,
5938,1073_ITH_NEU_XX,93,N,,,,,,,,,
958,1012_ITS_FEA_XX,69,F,,,,,,,,,
4693,1058_TAI_ANG_XX,82,A,,,,,,,,,
709,1009_ITS_HAP_XX,94,H,,,,,,,,,
5440,1067_IWL_NEU_XX,100,N,,,,,,,,,
1705,1022_IEO_HAP_LO,98,H,,,,,,,,,
1207,1015_TSI_HAP_XX,82,H,,,,,,,,,
6436,1079_DFA_HAP_XX,100,H,,,,,,,,,
2452,1031_IEO_FEA_LO,39,F,,,,,,,,,
6934,1085_ITS_HAP_XX,75,H,,,,,,,,,
3697,1046_IOM_ANG_XX,94,A,,,,,,,,,
3448,1043_IOM_NEU_XX,100,N,,,,,,,,,
7183,1088_ITS_FEA_XX,40,F,,,,,,,,,
5191,1064_MTI_ANG_XX,29,A,,,,,,,,,
2950,1037_TIE_NEU_XX,49,N,,,,,,,,,
18,1001_TIE_HAP_XX,85,H,,,,,,,,,
986,1013_IEO_DIS_MD,64,D,,,,,,,,,
2978,1037_MTI_FEA_XX,34,F,,,,,,,,,
3476,1043_IWL_FEA_XX,52,F,,,,,,,,,
267,1004_TIE_DIS_XX,77,D,,,,,,,,,
2729,1034_MTI_HAP_XX,54,H,,,,,,,,,
5468,1067_TSI_FEA_XX,73,F,,,,,,,,,
3974,1049_ITH_FEA_XX,33,F,,,,,,,,,
4721,1058_ITS_HAP_XX,85,H,,,,,,,,,
6962,1086_IEO_FEA_MD,98,F,,,,,,,,,
4970,1061_ITS_FEA_XX,10,F,,,,,,,,,
7211,1089_IEO_DIS_MD,75,D,,,,,,,,,
1235,1016_TIE_HAP_XX,82,H,,,,,,,,,
1982,1025_IWW_FEA_XX,29,F,,,,,,,,,
5966,1073_WSI_FEA_XX,36,F,,,,,,,,,
4223,1052_DFA_HAP_XX,94,H,,,,,,,,,
2480,1031_TAI_FEA_XX,58,F,,,,,,,,,
4472,1055_DFA_FEA_XX,59,F,,,,,,,,,
6713,1083_IEO_ANG_MD,74,A,,,,,,,,,
3227,1040_IWL_HAP_XX,42,H,,,,,,,,,
2231,1028_TAI_HAP_XX,22,H,,,,,,,,,
1733,1022_IWW_HAP_XX,80,H,,,,,,,,,
5717,1070_WSI_HAP_XX,61,H,,,,,,,,,
6215,1077_IEO_HAP_MD,92,H,,,,,,,,,
6464,1080_IEO_SAD_MD,10,S,,,,,,,,,
1484,1019_TIE_FEA_XX,88,F,,,,,,,,,
5219,1064_TSI_HAP_XX,98,H,,,,,,,,,
3725,1046_ITH_HAP_XX,59,H,,,,,,,,,
488,1006_WSI_SAD_XX,94,S,,,,,,,,,
737,1010_IEO_FEA_MD,73,F,,,,,,,,,
765,1010_TAI_DIS_XX,63,D,,,,,,,,,
4251,1053_IEO_SAD_MD,73,S,,,,,,,,,
295,1004_IWL_ANG_XX,80,A,,,,,,,,,
1512,1019_IWL_SAD_XX,100,S,,,,,,,,,
3006,1037_TSI_SAD_XX,75,S,,,,,,,,,
5745,1071_IOM_HAP_XX,97,H,,,,,,,,,
2010,1025_DFA_SAD_XX,60,S,,,,,,,,,
5994,1074_IOM_FEA_XX,44,F,,,,,,,,,
2259,1028_DFA_DIS_XX,74,D,,,,,,,,,
5496,1068_TIE_FEA_XX,70,F,,,,,,,,,
7239,1089_MTI_SAD_XX,51,S,,,,,,,,,
4002,1050_IEO_HAP_MD,29,H,,,,,,,,,
5247,1065_TIE_HAP_XX,27,H,,,,,,,,,
2508,1031_ITS_SAD_XX,11,S,,,,,,,,,
6243,1077_IWW_SAD_XX,83,S,,,,,,,,,
4500,1056_IEO_ANG_MD,49,A,,,,,,,,,
1761,1022_ITH_DIS_XX,38,D,,,,,,,,,
6990,1086_TAI_DIS_XX,18,D,,,,,,,,,
516,1007_IOM_SAD_XX,81,S,,,,,,,,,
3753,1046_WSI_DIS_XX,3,D,,,,,,,,,
4749,1059_IEO_FEA_MD,8,F,,,,,,,,,
6492,1080_IWW_DIS_XX,54,D,,,,,,,,,
46,1001_MTI_DIS_XX,14,D,,,,,,,,,
1263,1016_MTI_DIS_XX,45,D,,,,,,,,,
6741,1083_TAI_SAD_XX,61,S,,,,,,,,,
3255,1040_TSI_DIS_XX,27,D,,,,,,,,,
4998,1062_IEO_DIS_MD,31,D,,,,,,,,,
3504,1043_WSI_SAD_XX,18,S,,,,,,,,,
1014,1013_MTI_SAD_XX,60,S,,,,,,,,,
2757,1034_ITS_DIS_XX,34,D,,,,,,,,,
3270,1041_IEO_ANG_MD,26,A,,,,,,,,,
1278,1016_DFA_SAD_XX,40,S,,,,,,,,,
1029,1013_ITH_DIS_XX,38,D,,,,,,,,,
6258,1077_MTI_DIS_XX,36,D,,,,,,,,,
3021,1038_IEO_SAD_MD,51,S,,,,,,,,,
2523,1031_WSI_DIS_XX,49,D,,,,,,,,,
4515,1056_IOM_HAP_XX,47,H,,,,,,,,,
6507,1080_IWL_SAD_XX,54,S,,,,,,,,,
61,1001_DFA_SAD_XX,45,S,,,,,,,,,
2025,1025_TSI_DIS_XX,55,D,,,,,,,,,
5013,1062_IWW_HAP_XX,69,H,,,,,,,,,
559,1007_ITS_ANG_XX,62,A,,,,,,,,,
6756,1083_IWL_DIS_XX,66,D,,,,,,,,,
7254,1089_ITH_DIS_XX,48,D,,,,,,,,,
5760,1071_TAI_FEA_XX,62,F,,,,,,,,,
1776,1022_TSI_SAD_XX,48,S,,,,,,,,,
4017,1050_TIE_HAP_XX,44,H,,,,,,,,,
5511,1068_TAI_HAP_XX,61,H,,,,,,,,,
6009,1074_MTI_HAP_XX,49,H,,,,,,,,,
808,1011_IEO_NEU_XX,52,N,,,,,,,,,
310,1004_ITS_NEU_XX,60,N,,,,,,,,,
7005,1086_ITH_SAD_XX,46,S,,,,,,,,,
4764,1059_IOM_FEA_XX,55,F,,,,,,,,,
3519,1044_IEO_FEA_MD,49,F,,,,,,,,,
4266,1053_TIE_FEA_XX,51,F,,,,,,,,,
2772,1035_IEO_HAP_MD,50,H,,,,,,,,,
1527,1019_ITS_DIS_XX,55,D,,,,,,,,,
5262,1065_IWW_FEA_XX,49,F,,,,,,,,,
2274,1028_WSI_SAD_XX,46,S,,,,,,,,,
3768,1047_IEO_DIS_MD,55,D,,,,,,,,,
1804,1023_TIE_SAD_XX,50,S,,,,,,,,,
587,1008_IEO_DIS_LO,62,D,,,,,,,,,
3049,1038_IWW_DIS_XX,62,D,,,,,,,,,
6535,1080_WSI_NEU_XX,54,N,,,,,,,,,
1555,1020_IEO_DIS_HI,57,D,,,,,,,,,
4543,1056_IWL_DIS_XX,62,D,,,,,,,,,
5041,1062_ITH_DIS_XX,71,D,,,,,,,,,
1057,1014_IEO_HAP_HI,65,H,,,,,,,,,
7033,1087_IEO_NEU_XX,66,N,,,,,,,,,
4792,1059_ITH_SAD_XX,64,S,,,,,,,,,
2302,1029_IOM_SAD_XX,68,S,,,,,,,,,
3796,1047_MTI_SAD_XX,58,S,,,,,,,,,
2053,1026_TIE_DIS_XX,58,D,,,,,,,,,
2551,1032_IOM_DIS_XX,57,D,,,,,,,,,
6286,1077_TSI_ANG_XX,59,A,,,,,,,,,
338,1005_IEO_FEA_LO,65,F,,,,,,,,,
5290,1065_DFA_SAD_XX,62,S,,,,,,,,,
3298,1041_TAI_SAD_XX,70,S,,,,,,,,,
5788,1071_ITS_SAD_XX,58,S,,,,,,,,,
7282,1090_IEO_HAP_HI,52,H,,,,,,,,,
89,1002_IEO_SAD_HI,68,S,,,,,,,,,
3547,1044_TAI_DIS_XX,56,D,,,,,,,,,
4294,1053_IWL_SAD_XX,59,S,,,,,,,,,
6784,1083_WSI_ANG_XX,59,A,,,,,,,,,
6037,1074_ITS_DIS_XX,52,D,,,,,,,,,
1306,1017_IEO_SAD_HI,64,S,,,,,,,,,
4045,1050_MTI_DIS_XX,58,D,,,,,,,,,
5539,1068_DFA_DIS_XX,61,D,,,,,,,,,
2800,1035_IWW_SAD_XX,61,S,,,,,,,,,
836,1011_IWW_NEU_XX,66,N,,,,,,,,,
3326,1041_ITS_NEU_XX,66,N,,,,,,,,,
3077,1038_DFA_ANG_XX,47,A,,,,,,,,,
6812,1084_IOM_ANG_XX,58,A,,,,,,,,,
4073,1050_TSI_ANG_XX,56,A,,,,,,,,,
7310,1090_IWW_ANG_XX,60,A,,,,,,,,,
1583,1020_MTI_ANG_XX,47,A,,,,,,,,,
5069,1063_IEO_HAP_HI,61,H,,,,,,,,,
1334,1017_TAI_NEU_XX,67,N,,,,,,,,,
5567,1069_IEO_ANG_HI,60,A,,,,,,,,,
7061,1087_IWW_NEU_XX,61,N,,,,,,,,,
1832,1023_IWL_NEU_XX,73,N,,,,,,,,,
3575,1044_ITS_ANG_XX,62,A,,,,,,,,,
6314,1078_TIE_ANG_XX,61,A,,,,,,,,,
615,1008_MTI_HAP_XX,60,H,,,,,,,,,
5318,1066_IEO_SAD_HI,56,S,,,,,,,,,
6065,1075_IEO_DIS_HI,47,D,,,,,,,,,
6563,1081_IOM_NEU_XX,54,N,,,,,,,,,
2330,1029_ITH_NEU_XX,65,N,,,,,,,,,
4820,1060_IEO_NEU_XX,61,N,,,,,,,,,
5816,1072_IEO_FEA_HI,53,F,,,,,,,,,
1085,1014_IWW_ANG_XX,64,A,,,,,,,,,
864,1011_ITH_FEA_XX,60,F,,,,,,,,,
2579,1032_ITH_ANG_XX,57,A,,,,,,,,,
2828,1035_DFA_NEU_XX,61,N,,,,,,,,,
2081,1026_IWL_ANG_XX,51,A,,,,,,,,,
4571,1056_WSI_ANG_XX,52,A,,,,,,,,,
366,1005_TAI_FEA_XX,57,F,,,,,,,,,
3824,1047_TSI_NEU_XX,49,N,,,,,,,,,
4322,1053_WSI_NEU_XX,61,N,,,,,,,,,
117,1002_TAI_HAP_XX,44,H,,,,,,,,,
1864,1023_WSI_SAD_XX,56,S,,,,,,,,,
1117,1014_DFA_DIS_XX,17,D,,,,,,,,,
2362,1030_IEO_HAP_MD,50,H,,,,,,,,,
6346,1078_IWL_DIS_XX,32,D,,,,,,,,,
2611,1033_IEO_SAD_MD,77,S,,,,,,,,,
2113,1026_WSI_DIS_XX,46,D,,,,,,,,,
4852,1060_IWW_FEA_XX,53,F,,,,,,,,,
7093,1087_DFA_SAD_XX,77,S,,,,,,,,,
4354,1054_IOM_FEA_XX,43,F,,,,,,,,,
5350,1066_TAI_FEA_XX,65,F,,,,,,,,,
3358,1042_IEO_DIS_MD,85,D,,,,,,,,,
4105,1051_IOM_HAP_XX,93,H,,,,,,,,,
3109,1039_IEO_FEA_MD,79,F,,,,,,,,,
398,1005_TSI_NEU_XX,34,N,,,,,,,,,
5599,1069_MTI_HAP_XX,25,H,,,,,,,,,
7342,1090_DFA_DIS_XX,79,D,,,,,,,,,
2860,1036_IEO_ANG_MD,90,A,,,,,,,,,
647,1008_TSI_ANG_XX,92,A,,,,,,,,,
5848,1072_MTI_FEA_XX,73,F,,,,,,,,,
5101,1063_TAI_HAP_XX,71,H,,,,,,,,,
4603,1057_IWW_HAP_XX,19,H,,,,,,,,,
6097,1075_IWL_HAP_XX,29,H,,,,,,,,,
6844,1084_ITH_DIS_XX,20,D,,,,,,,,,
1366,1017_ITS_SAD_XX,97,S,,,,,,,,,
149,1002_ITS_ANG_XX,35,A,,,,,,,,,
1615,1020_TSI_DIS_XX,60,D,,,,,,,,,
6595,1081_ITH_SAD_XX,37,S,,,,,,,,,
3856,1048_TIE_FEA_XX,18,F,,,,,,,,,
868,1011_DFA_SAD_XX,26,S,,,,,,,,,
3607,1045_TIE_HAP_XX,51,H,,,,,,,,,
2390,1030_IWW_SAD_XX,53,S,,,,,,,,,
7370,1091_IEO_ANG_HI,75,A,,,,,,,,,
896,1012_IEO_SAD_HI,69,S,,,,,,,,,
1394,1018_IEO_FEA_HI,68,F,,,,,,,,,
2141,1027_IOM_DIS_XX,51,D,,,,,,,,,
3386,1042_MTI_SAD_XX,81,S,,,,,,,,,
2639,1033_IWW_DIS_XX,80,D,,,,,,,,,
6872,1085_IEO_HAP_HI,69,H,,,,,,,,,
1892,1024_IOM_SAD_XX,49,S,,,,,,,,,
6623,1082_IEO_NEU_XX,77,N,,,,,,,,,
5378,1066_ITS_SAD_XX,87,S,,,,,,,,,
4880,1060_DFA_SAD_XX,38,S,,,,,,,,,
5129,1063_DFA_DIS_XX,52,D,,,,,,,,,
2888,1036_TAI_SAD_XX,72,S,,,,,,,,,
4631,1057_ITH_DIS_XX,68,D,,,,,,,,,
1145,1015_IEO_ANG_HI,89,A,,,,,,,,,
4133,1051_IWL_DIS_XX,53,D,,,,,,,,,
1643,1021_TIE_DIS_XX,54,D,,,,,,,,,
177,1003_IEO_DIS_LO,74,D,,,,,,,,,
7121,1088_IEO_SAD_HI,84,S,,,,,,,,,
6374,1078_WSI_ANG_XX,89,A,,,,,,,,,
3884,1048_IWL_SAD_XX,81,S,,,,,,,,,
3635,1045_MTI_DIS_XX,79,D,,,,,,,,,
675,1009_IOM_ANG_XX,64,A,,,,,,,,,
4382,1054_ITH_SAD_XX,64,S,,,,,,,,,
6125,1075_TSI_DIS_XX,89,D,,,,,,,,,
426,1006_TIE_NEU_XX,88,N,,,,,,,,,
5627,1069_ITS_DIS_XX,54,D,,,,,,,,,
5876,1072_TSI_SAD_XX,49,S,,,,,,,,,
3137,1039_TAI_DIS_XX,90,D,,,,,,,,,
4908,1061_IEO_SAD_HI,67,S,,,,,,,,,
3912,1048_WSI_NEU_XX,79,N,,,,,,,,,
5904,1073_TIE_SAD_XX,15,S,,,,,,,,,
1173,1015_TAI_ANG_XX,87,A,,,,,,,,,
205,1003_MTI_HAP_XX,67,H,,,,,,,,,
4659,1058_IEO_HAP_HI,84,H,,,,,,,,,
2667,1033_DFA_ANG_XX,71,A,,,,,,,,,
703,1009_DFA_HAP_XX,70,H,,,,,,,,,
4161,1051_WSI_ANG_XX,58,A,,,,,,,,,
5406,1067_IEO_FEA_HI,69,F,,,,,,,,,
3663,1045_TSI_ANG_XX,70,A,,,,,,,,,
7398,1091_TAI_ANG_XX,73,A,,,,,,,,,
2916,1036_ITS_NEU_XX,79,N,,,,,,,,,
454,1006_MTI_FEA_XX,81,F,,,,,,,,,
6153,1076_TIE_DIS_XX,87,D,,,,,,,,,
6900,1085_IWW_ANG_XX,83,A,,,,,,,,,
4410,1055_IEO_NEU_XX,91,N,,,,,,,,,
6651,1082_IWW_NEU_XX,77,N,,,,,,,,,
1920,1024_ITH_NEU_XX,68,N,,,,,,,,,
5655,1070_IEO_DIS_HI,74,D,,,,,,,,,
3414,1042_TSI_NEU_XX,88,N,,,,,,,,,
1422,1018_MTI_NEU_XX,87,N,,,,,,,,,
2418,1030_DFA_NEU_XX,10,N,,,,,,,,,
3165,1039_ITS_ANG_XX,89,A,,,,,,,,,
924,1012_TAI_NEU_XX,80,N,,,,,,,,,
7149,1088_TAI_NEU_XX,83,N,,,,,,,,,
1671,1021_IWL_ANG_XX,75,A,,,,,,,,,
5157,1064_IEO_ANG_HI,100,A,,,,,,,,,
2169,1027_ITH_ANG_XX,94,A,,,,,,,,,
6402,1079_IOM_ANG_XX,93,A,,,,,,,,,
3311,1041_IWL_ANG_XX,62,A,,,,,,,,,
1596,1020_ITH_FEA_XX,40,F,,,,,,,,,
5801,1071_WSI_ANG_XX,42,A,,,,,,,,,
6797,1084_IEO_FEA_LO,32,F,,,,,,,,,
1098,1014_MTI_FEA_XX,37,F,,,,,,,,,
2066,1026_TAI_NEU_XX,58,N,,,,,,,,,
1347,1017_IWL_HAP_XX,50,H,,,,,,,,,
4556,1056_ITS_NEU_XX,70,N,,,,,,,,,
3809,1047_ITH_ANG_XX,54,A,,,,,,,,,
1845,1023_DFA_HAP_XX,60,H,,,,,,,,,
6050,1075_IEO_NEU_XX,59,N,,,,,,,,,
4058,1050_DFA_NEU_XX,23,N,,,,,,,,,
7046,1087_IEO_DIS_LO,60,D,,,,,,,,,
6548,1081_IEO_ANG_LO,49,A,,,,,,,,,
5303,1065_TSI_ANG_XX,50,A,,,,,,,,,
4307,1053_DFA_ANG_XX,51,A,,,,,,,,,
2813,1035_MTI_ANG_XX,49,A,,,,,,,,,
351,1005_IOM_HAP_XX,47,H,,,,,,,,,
849,1011_MTI_HAP_XX,52,H,,,,,,,,,
7295,1090_TIE_NEU_XX,35,N,,,,,,,,,
2315,1029_TAI_ANG_XX,74,A,,,,,,,,,
4805,1059_ITS_ANG_XX,36,A,,,,,,,,,
600,1008_IOM_FEA_XX,69,F,,,,,,,,,
3560,1044_ITH_NEU_XX,61,N,,,,,,,,,
6299,1078_IEO_SAD_LO,49,S,,,,,,,,,
3062,1038_IWL_NEU_XX,18,N,,,,,,,,,
5054,1062_TSI_NEU_XX,56,N,,,,,,,,,
102,1002_TIE_FEA_XX,53,F,,,,,,,,,
2564,1032_MTI_NEU_XX,60,N,,,,,,,,,
5552,1068_WSI_NEU_XX,56,N,,,,,,,,,
2592,1032_ITS_FEA_XX,21,F,,,,,,,,,
3339,1041_WSI_HAP_XX,44,H,,,,,,,,,
3588,1044_WSI_FEA_XX,43,F,,,,,,,,,
877,1011_ITS_DIS_XX,69,D,,,,,,,,,
2094,1026_DFA_FEA_XX,48,F,,,,,,,,,
5829,1072_IOM_ANG_XX,85,A,,,,,,,,,
4833,1060_IEO_DIS_LO,73,D,,,,,,,,,
628,1008_ITH_SAD_XX,66,S,,,,,,,,,
2841,1035_TSI_HAP_XX,62,H,,,,,,,,,
5331,1066_TIE_ANG_XX,78,A,,,,,,,,,
4335,1054_IEO_ANG_LO,27,A,,,,,,,,,
4086,1051_IEO_SAD_LO,19,S,,,,,,,,,
7323,1090_MTI_FEA_XX,33,F,,,,,,,,,
6327,1078_IWW_FEA_XX,32,F,,,,,,,,,
5580,1069_IOM_NEU_XX,91,N,,,,,,,,,
1624,1021_IEO_HAP_MD,76,H,,,,,,,,,
1126,1014_TSI_SAD_XX,19,S,,,,,,,,,
1375,1017_TSI_DIS_XX,53,D,,,,,,,,,
1873,1024_IEO_SAD_MD,34,S,,,,,,,,,
130,1002_IWL_SAD_XX,40,S,,,,,,,,,
6078,1075_IWW_NEU_XX,44,N,,,,,,,,,
3090,1038_TSI_FEA_XX,57,F,,,,,,,,,
6825,1084_TAI_FEA_XX,51,F,,,,,,,,,
7074,1087_MTI_HAP_XX,30,H,,,,,,,,,
2343,1029_ITS_HAP_XX,70,H,,,,,,,,,
6576,1081_TAI_HAP_XX,74,H,,,,,,,,,
379,1005_IWL_DIS_XX,55,D,,,,,,,,,
5082,1063_TIE_NEU_XX,51,N,,,,,,,,,
3837,1048_IEO_HAP_LO,35,H,,,,,,,,,
4584,1057_IEO_FEA_LO,25,F,,,,,,,,,
3865,1048_IWW_HAP_XX,57,H,,,,,,,,,
1154,1015_TIE_SAD_XX,49,S,,,,,,,,,
4114,1051_IWW_FEA_XX,35,F,,,,,,,,,
2869,1036_TIE_HAP_XX,41,H,,,,,,,,,
158,1002_WSI_NEU_XX,21,N,,,,,,,,,
6355,1078_DFA_SAD_XX,59,S,,,,,,,,,
5110,1063_MTI_FEA_XX,49,F,,,,,,,,,
2122,1027_IEO_ANG_MD,62,A,,,,,,,,,
1403,1018_TIE_DIS_XX,80,D,,,,,,,,,
905,1012_IEO_DIS_HI,75,D,,,,,,,,,
6604,1081_DFA_DIS_XX,42,D,,,,,,,,,
3367,1042_IOM_HAP_XX,58,H,,,,,,,,,
656,1009_IEO_SAD_HI,45,S,,,,,,,,,
5608,1069_IWL_FEA_XX,64,F,,,,,,,,,
6853,1084_ITS_SAD_XX,31,S,,,,,,,,,
2371,1030_IEO_FEA_MD,45,F,,,,,,,,,
4612,1057_TAI_FEA_XX,37,F,,,,,,,,,
3616,1045_IOM_FEA_XX,41,F,,,,,,,,,
407,1005_WSI_ANG_XX,52,A,,,,,,,,,
7102,1087_ITS_DIS_XX,56,D,,,,,,,,,
2620,1033_IEO_DIS_MD,55,D,,,,,,,,,
6106,1075_ITH_FEA_XX,57,F,,,,,,,,,
4363,1054_TAI_HAP_XX,71,H,,,,,,,,,
5359,1066_IWL_HAP_XX,64,H,,,,,,,,,
4861,1060_MTI_HAP_XX,69,H,,,,,,,,,
3118,1039_TIE_FEA_XX,50,F,,,,,,,,,
7351,1090_TSI_SAD_XX,40,S,,,,,,,,,
1901,1024_IWW_DIS_XX,25,D,,,,,,,,,
5857,1072_ITH_HAP_XX,72,H,,,,,,,,,
1652,1021_IWW_SAD_XX,22,S,,,,,,,,,
1428,1018_IWL_NEU_XX,98,N,,,,,,,,,
2673,1033_ITS_ANG_XX,34,A,,,,,,,,,
3669,1045_WSI_ANG_XX,5,A,,,,,,,,,
5661,1070_TIE_DIS_XX,15,D,,,,,,,,,
6408,1079_IWW_ANG_XX,48,A,,,,,,,,,
